X,Y
100000,6710000
120000,6710000
140000,6710000
160000,6710000
180000,6710000
200000,6710000
220000,6710000
240000,6710000
260000,6710000
280000,6710000
300000,6710000
320000,6710000
340000,6710000
360000,6710000
380000,6710000
400000,6710000
420000,6710000
440000,6710000
460000,6710000
480000,6710000
500000,6710000
520000,6710000
540000,6710000
560000,6710000
580000,6710000
600000,6710000
620000,6710000
640000,6710000
660000,6710000
680000,6710000
700000,6710000
720000,6710000
740000,6710000
760000,6710000
780000,6710000
800000,6710000
820000,6710000
840000,6710000
860000,6710000
880000,6710000
900000,6710000
920000,6710000
940000,6710000
960000,6710000
980000,6710000
1000000,6710000
1020000,6710000
1040000,6710000
1060000,6710000
1080000,6710000
-80000,6730000
-60000,6730000
-40000,6730000
-20000,6730000
0,6730000
20000,6730000
40000,6730000
60000,6730000
80000,6730000
100000,6730000
120000,6730000
140000,6730000
160000,6730000
180000,6730000
200000,6730000
220000,6730000
240000,6730000
260000,6730000
280000,6730000
300000,6730000
320000,6730000
340000,6730000
360000,6730000
380000,6730000
400000,6730000
420000,6730000
440000,6730000
460000,6730000
480000,6730000
500000,6730000
520000,6730000
540000,6730000
560000,6730000
580000,6730000
600000,6730000
620000,6730000
640000,6730000
660000,6730000
680000,6730000
700000,6730000
720000,6730000
740000,6730000
760000,6730000
780000,6730000
800000,6730000
820000,6730000
840000,6730000
860000,6730000
880000,6730000
900000,6730000
920000,6730000
940000,6730000
960000,6730000
980000,6730000
1000000,6730000
1020000,6730000
1040000,6730000
1060000,6730000
1080000,6730000
-80000,6750000
-60000,6750000
-40000,6750000
-20000,6750000
0,6750000
20000,6750000
40000,6750000
60000,6750000
80000,6750000
100000,6750000
120000,6750000
140000,6750000
160000,6750000
180000,6750000
200000,6750000
220000,6750000
240000,6750000
260000,6750000
280000,6750000
300000,6750000
320000,6750000
340000,6750000
360000,6750000
380000,6750000
400000,6750000
420000,6750000
440000,6750000
460000,6750000
480000,6750000
500000,6750000
520000,6750000
540000,6750000
560000,6750000
580000,6750000
600000,6750000
620000,6750000
640000,6750000
660000,6750000
680000,6750000
700000,6750000
720000,6750000
740000,6750000
760000,6750000
780000,6750000
800000,6750000
820000,6750000
840000,6750000
860000,6750000
880000,6750000
900000,6750000
920000,6750000
940000,6750000
960000,6750000
980000,6750000
1000000,6750000
1020000,6750000
1040000,6750000
1060000,6750000
1080000,6750000
-80000,6770000
-60000,6770000
-40000,6770000
-20000,6770000
0,6770000
20000,6770000
40000,6770000
60000,6770000
80000,6770000
100000,6770000
120000,6770000
140000,6770000
160000,6770000
180000,6770000
200000,6770000
220000,6770000
240000,6770000
260000,6770000
280000,6770000
300000,6770000
320000,6770000
340000,6770000
360000,6770000
380000,6770000
400000,6770000
420000,6770000
440000,6770000
460000,6770000
480000,6770000
500000,6770000
520000,6770000
540000,6770000
560000,6770000
580000,6770000
600000,6770000
620000,6770000
640000,6770000
660000,6770000
680000,6770000
700000,6770000
720000,6770000
740000,6770000
760000,6770000
780000,6770000
800000,6770000
820000,6770000
840000,6770000
860000,6770000
880000,6770000
900000,6770000
920000,6770000
940000,6770000
960000,6770000
980000,6770000
1000000,6770000
1020000,6770000
1040000,6770000
1060000,6770000
1080000,6770000
-80000,6790000
-60000,6790000
-40000,6790000
-20000,6790000
0,6790000
20000,6790000
40000,6790000
60000,6790000
80000,6790000
100000,6790000
120000,6790000
140000,6790000
160000,6790000
180000,6790000
200000,6790000
220000,6790000
240000,6790000
260000,6790000
280000,6790000
300000,6790000
320000,6790000
340000,6790000
360000,6790000
380000,6790000
400000,6790000
420000,6790000
440000,6790000
460000,6790000
480000,6790000
500000,6790000
520000,6790000
540000,6790000
560000,6790000
580000,6790000
600000,6790000
620000,6790000
640000,6790000
660000,6790000
680000,6790000
700000,6790000
720000,6790000
740000,6790000
760000,6790000
780000,6790000
800000,6790000
820000,6790000
840000,6790000
860000,6790000
880000,6790000
900000,6790000
920000,6790000
940000,6790000
960000,6790000
980000,6790000
1000000,6790000
1020000,6790000
1040000,6790000
1060000,6790000
1080000,6790000
-80000,6810000
-60000,6810000
-40000,6810000
-20000,6810000
0,6810000
20000,6810000
40000,6810000
60000,6810000
80000,6810000
100000,6810000
120000,6810000
140000,6810000
160000,6810000
180000,6810000
200000,6810000
220000,6810000
240000,6810000
260000,6810000
280000,6810000
300000,6810000
320000,6810000
340000,6810000
360000,6810000
380000,6810000
400000,6810000
420000,6810000
440000,6810000
460000,6810000
480000,6810000
500000,6810000
520000,6810000
540000,6810000
560000,6810000
580000,6810000
600000,6810000
620000,6810000
640000,6810000
660000,6810000
680000,6810000
700000,6810000
720000,6810000
740000,6810000
760000,6810000
780000,6810000
800000,6810000
820000,6810000
840000,6810000
860000,6810000
880000,6810000
900000,6810000
920000,6810000
940000,6810000
960000,6810000
980000,6810000
1000000,6810000
1020000,6810000
1040000,6810000
1060000,6810000
1080000,6810000
-80000,6830000
-60000,6830000
-40000,6830000
-20000,6830000
0,6830000
20000,6830000
40000,6830000
60000,6830000
80000,6830000
100000,6830000
120000,6830000
140000,6830000
160000,6830000
180000,6830000
200000,6830000
220000,6830000
240000,6830000
260000,6830000
280000,6830000
300000,6830000
320000,6830000
340000,6830000
360000,6830000
380000,6830000
400000,6830000
420000,6830000
440000,6830000
460000,6830000
480000,6830000
500000,6830000
520000,6830000
540000,6830000
560000,6830000
580000,6830000
600000,6830000
620000,6830000
640000,6830000
660000,6830000
680000,6830000
700000,6830000
720000,6830000
740000,6830000
760000,6830000
780000,6830000
800000,6830000
820000,6830000
840000,6830000
860000,6830000
880000,6830000
900000,6830000
920000,6830000
940000,6830000
960000,6830000
980000,6830000
1000000,6830000
1020000,6830000
1040000,6830000
1060000,6830000
1080000,6830000
-80000,6850000
-60000,6850000
-40000,6850000
-20000,6850000
0,6850000
20000,6850000
40000,6850000
60000,6850000
80000,6850000
100000,6850000
120000,6850000
140000,6850000
160000,6850000
180000,6850000
200000,6850000
220000,6850000
240000,6850000
260000,6850000
280000,6850000
300000,6850000
320000,6850000
340000,6850000
360000,6850000
380000,6850000
400000,6850000
420000,6850000
440000,6850000
460000,6850000
480000,6850000
500000,6850000
520000,6850000
540000,6850000
560000,6850000
580000,6850000
600000,6850000
620000,6850000
640000,6850000
660000,6850000
680000,6850000
700000,6850000
720000,6850000
740000,6850000
760000,6850000
780000,6850000
800000,6850000
820000,6850000
840000,6850000
860000,6850000
880000,6850000
900000,6850000
920000,6850000
940000,6850000
960000,6850000
980000,6850000
1000000,6850000
1020000,6850000
1040000,6850000
1060000,6850000
1080000,6850000
-80000,6870000
-60000,6870000
-40000,6870000
-20000,6870000
0,6870000
20000,6870000
40000,6870000
60000,6870000
80000,6870000
100000,6870000
120000,6870000
140000,6870000
160000,6870000
180000,6870000
200000,6870000
220000,6870000
240000,6870000
260000,6870000
280000,6870000
300000,6870000
320000,6870000
340000,6870000
360000,6870000
380000,6870000
400000,6870000
420000,6870000
440000,6870000
460000,6870000
480000,6870000
500000,6870000
520000,6870000
540000,6870000
560000,6870000
580000,6870000
600000,6870000
620000,6870000
640000,6870000
660000,6870000
680000,6870000
700000,6870000
720000,6870000
740000,6870000
760000,6870000
780000,6870000
800000,6870000
820000,6870000
840000,6870000
860000,6870000
880000,6870000
900000,6870000
920000,6870000
940000,6870000
960000,6870000
980000,6870000
1000000,6870000
1020000,6870000
1040000,6870000
1060000,6870000
1080000,6870000
-80000,6890000
-60000,6890000
-40000,6890000
-20000,6890000
0,6890000
20000,6890000
40000,6890000
60000,6890000
80000,6890000
100000,6890000
120000,6890000
140000,6890000
160000,6890000
180000,6890000
200000,6890000
220000,6890000
240000,6890000
260000,6890000
280000,6890000
300000,6890000
320000,6890000
340000,6890000
360000,6890000
380000,6890000
400000,6890000
420000,6890000
440000,6890000
460000,6890000
480000,6890000
500000,6890000
520000,6890000
540000,6890000
560000,6890000
580000,6890000
600000,6890000
620000,6890000
640000,6890000
660000,6890000
680000,6890000
700000,6890000
720000,6890000
740000,6890000
760000,6890000
780000,6890000
800000,6890000
820000,6890000
840000,6890000
860000,6890000
880000,6890000
900000,6890000
920000,6890000
940000,6890000
960000,6890000
980000,6890000
1000000,6890000
1020000,6890000
1040000,6890000
1060000,6890000
1080000,6890000
-80000,6910000
-60000,6910000
-40000,6910000
-20000,6910000
0,6910000
20000,6910000
40000,6910000
60000,6910000
80000,6910000
100000,6910000
120000,6910000
140000,6910000
160000,6910000
180000,6910000
200000,6910000
220000,6910000
240000,6910000
260000,6910000
280000,6910000
300000,6910000
320000,6910000
340000,6910000
360000,6910000
380000,6910000
400000,6910000
420000,6910000
440000,6910000
460000,6910000
480000,6910000
500000,6910000
520000,6910000
540000,6910000
560000,6910000
580000,6910000
600000,6910000
620000,6910000
640000,6910000
660000,6910000
680000,6910000
700000,6910000
720000,6910000
740000,6910000
760000,6910000
780000,6910000
800000,6910000
820000,6910000
840000,6910000
860000,6910000
880000,6910000
900000,6910000
920000,6910000
940000,6910000
960000,6910000
980000,6910000
1000000,6910000
1020000,6910000
1040000,6910000
1060000,6910000
1080000,6910000
-80000,6930000
-60000,6930000
-40000,6930000
-20000,6930000
0,6930000
20000,6930000
40000,6930000
60000,6930000
80000,6930000
100000,6930000
120000,6930000
140000,6930000
160000,6930000
180000,6930000
200000,6930000
220000,6930000
240000,6930000
260000,6930000
280000,6930000
300000,6930000
320000,6930000
340000,6930000
360000,6930000
380000,6930000
400000,6930000
420000,6930000
440000,6930000
460000,6930000
480000,6930000
500000,6930000
520000,6930000
540000,6930000
560000,6930000
580000,6930000
600000,6930000
620000,6930000
640000,6930000
660000,6930000
680000,6930000
700000,6930000
720000,6930000
740000,6930000
760000,6930000
780000,6930000
800000,6930000
820000,6930000
840000,6930000
860000,6930000
880000,6930000
900000,6930000
920000,6930000
940000,6930000
960000,6930000
980000,6930000
1000000,6930000
1020000,6930000
1040000,6930000
1060000,6930000
1080000,6930000
-80000,6950000
-60000,6950000
-40000,6950000
-20000,6950000
0,6950000
20000,6950000
40000,6950000
60000,6950000
80000,6950000
100000,6950000
120000,6950000
140000,6950000
160000,6950000
180000,6950000
200000,6950000
220000,6950000
240000,6950000
260000,6950000
280000,6950000
300000,6950000
320000,6950000
340000,6950000
360000,6950000
380000,6950000
400000,6950000
420000,6950000
440000,6950000
460000,6950000
480000,6950000
500000,6950000
520000,6950000
540000,6950000
560000,6950000
580000,6950000
600000,6950000
620000,6950000
640000,6950000
660000,6950000
680000,6950000
700000,6950000
720000,6950000
740000,6950000
760000,6950000
780000,6950000
800000,6950000
820000,6950000
840000,6950000
860000,6950000
880000,6950000
900000,6950000
920000,6950000
940000,6950000
960000,6950000
980000,6950000
1000000,6950000
1020000,6950000
1040000,6950000
1060000,6950000
1080000,6950000
-80000,6970000
-60000,6970000
-40000,6970000
-20000,6970000
0,6970000
20000,6970000
40000,6970000
60000,6970000
80000,6970000
100000,6970000
120000,6970000
140000,6970000
160000,6970000
180000,6970000
200000,6970000
220000,6970000
240000,6970000
260000,6970000
280000,6970000
300000,6970000
320000,6970000
340000,6970000
360000,6970000
380000,6970000
400000,6970000
420000,6970000
440000,6970000
460000,6970000
480000,6970000
500000,6970000
520000,6970000
540000,6970000
560000,6970000
580000,6970000
600000,6970000
620000,6970000
640000,6970000
660000,6970000
680000,6970000
700000,6970000
720000,6970000
740000,6970000
760000,6970000
780000,6970000
800000,6970000
820000,6970000
840000,6970000
860000,6970000
880000,6970000
900000,6970000
920000,6970000
940000,6970000
960000,6970000
980000,6970000
1000000,6970000
1020000,6970000
1040000,6970000
1060000,6970000
1080000,6970000
-80000,6990000
-60000,6990000
-40000,6990000
-20000,6990000
0,6990000
20000,6990000
40000,6990000
60000,6990000
80000,6990000
100000,6990000
120000,6990000
140000,6990000
160000,6990000
180000,6990000
200000,6990000
220000,6990000
240000,6990000
260000,6990000
280000,6990000
300000,6990000
320000,6990000
340000,6990000
360000,6990000
380000,6990000
400000,6990000
420000,6990000
440000,6990000
460000,6990000
480000,6990000
500000,6990000
520000,6990000
540000,6990000
560000,6990000
580000,6990000
600000,6990000
620000,6990000
640000,6990000
660000,6990000
680000,6990000
700000,6990000
720000,6990000
740000,6990000
760000,6990000
780000,6990000
800000,6990000
820000,6990000
840000,6990000
860000,6990000
880000,6990000
900000,6990000
920000,6990000
940000,6990000
960000,6990000
980000,6990000
1000000,6990000
1020000,6990000
1040000,6990000
1060000,6990000
1080000,6990000
-80000,7010000
-60000,7010000
-40000,7010000
-20000,7010000
0,7010000
20000,7010000
40000,7010000
60000,7010000
80000,7010000
100000,7010000
120000,7010000
140000,7010000
160000,7010000
180000,7010000
200000,7010000
220000,7010000
240000,7010000
260000,7010000
280000,7010000
300000,7010000
320000,7010000
340000,7010000
360000,7010000
380000,7010000
400000,7010000
420000,7010000
440000,7010000
460000,7010000
480000,7010000
500000,7010000
520000,7010000
540000,7010000
560000,7010000
580000,7010000
600000,7010000
620000,7010000
640000,7010000
660000,7010000
680000,7010000
700000,7010000
720000,7010000
740000,7010000
760000,7010000
780000,7010000
800000,7010000
820000,7010000
840000,7010000
860000,7010000
880000,7010000
900000,7010000
920000,7010000
940000,7010000
960000,7010000
980000,7010000
1000000,7010000
1020000,7010000
1040000,7010000
1060000,7010000
1080000,7010000
-80000,7030000
-60000,7030000
-40000,7030000
-20000,7030000
0,7030000
20000,7030000
40000,7030000
60000,7030000
80000,7030000
100000,7030000
120000,7030000
140000,7030000
160000,7030000
180000,7030000
200000,7030000
220000,7030000
240000,7030000
260000,7030000
280000,7030000
300000,7030000
320000,7030000
340000,7030000
360000,7030000
380000,7030000
400000,7030000
420000,7030000
440000,7030000
460000,7030000
480000,7030000
500000,7030000
520000,7030000
540000,7030000
560000,7030000
580000,7030000
600000,7030000
620000,7030000
640000,7030000
660000,7030000
680000,7030000
700000,7030000
720000,7030000
740000,7030000
760000,7030000
780000,7030000
800000,7030000
820000,7030000
840000,7030000
860000,7030000
880000,7030000
900000,7030000
920000,7030000
940000,7030000
960000,7030000
980000,7030000
1000000,7030000
1020000,7030000
1040000,7030000
1060000,7030000
1080000,7030000
-80000,7050000
-60000,7050000
-40000,7050000
-20000,7050000
0,7050000
20000,7050000
40000,7050000
60000,7050000
80000,7050000
100000,7050000
120000,7050000
140000,7050000
160000,7050000
180000,7050000
200000,7050000
220000,7050000
240000,7050000
260000,7050000
280000,7050000
300000,7050000
320000,7050000
340000,7050000
360000,7050000
380000,7050000
400000,7050000
420000,7050000
440000,7050000
460000,7050000
480000,7050000
500000,7050000
520000,7050000
540000,7050000
560000,7050000
580000,7050000
600000,7050000
620000,7050000
640000,7050000
660000,7050000
680000,7050000
700000,7050000
720000,7050000
740000,7050000
760000,7050000
780000,7050000
800000,7050000
820000,7050000
840000,7050000
860000,7050000
880000,7050000
900000,7050000
920000,7050000
940000,7050000
960000,7050000
980000,7050000
1000000,7050000
1020000,7050000
1040000,7050000
1060000,7050000
1080000,7050000
-80000,7070000
-60000,7070000
-40000,7070000
-20000,7070000
0,7070000
20000,7070000
40000,7070000
60000,7070000
80000,7070000
100000,7070000
120000,7070000
140000,7070000
160000,7070000
180000,7070000
200000,7070000
220000,7070000
240000,7070000
260000,7070000
280000,7070000
300000,7070000
320000,7070000
340000,7070000
360000,7070000
380000,7070000
400000,7070000
420000,7070000
440000,7070000
460000,7070000
480000,7070000
500000,7070000
520000,7070000
540000,7070000
560000,7070000
580000,7070000
600000,7070000
620000,7070000
640000,7070000
660000,7070000
680000,7070000
700000,7070000
720000,7070000
740000,7070000
760000,7070000
780000,7070000
800000,7070000
820000,7070000
840000,7070000
860000,7070000
880000,7070000
900000,7070000
920000,7070000
940000,7070000
960000,7070000
980000,7070000
1000000,7070000
1020000,7070000
1040000,7070000
1060000,7070000
1080000,7070000
-100000,7090000
-80000,7090000
-60000,7090000
-40000,7090000
-20000,7090000
0,7090000
20000,7090000
40000,7090000
60000,7090000
80000,7090000
100000,7090000
120000,7090000
140000,7090000
160000,7090000
180000,7090000
200000,7090000
220000,7090000
240000,7090000
260000,7090000
280000,7090000
300000,7090000
320000,7090000
340000,7090000
360000,7090000
380000,7090000
400000,7090000
420000,7090000
440000,7090000
460000,7090000
480000,7090000
500000,7090000
520000,7090000
540000,7090000
560000,7090000
580000,7090000
600000,7090000
620000,7090000
640000,7090000
660000,7090000
680000,7090000
700000,7090000
720000,7090000
740000,7090000
760000,7090000
780000,7090000
800000,7090000
820000,7090000
840000,7090000
860000,7090000
880000,7090000
900000,7090000
920000,7090000
940000,7090000
960000,7090000
980000,7090000
1000000,7090000
1020000,7090000
1040000,7090000
1060000,7090000
1080000,7090000
1100000,7090000
-100000,7110000
-80000,7110000
-60000,7110000
-40000,7110000
-20000,7110000
0,7110000
20000,7110000
40000,7110000
60000,7110000
80000,7110000
100000,7110000
120000,7110000
140000,7110000
160000,7110000
180000,7110000
200000,7110000
220000,7110000
240000,7110000
260000,7110000
280000,7110000
300000,7110000
320000,7110000
340000,7110000
360000,7110000
380000,7110000
400000,7110000
420000,7110000
440000,7110000
460000,7110000
480000,7110000
500000,7110000
520000,7110000
540000,7110000
560000,7110000
580000,7110000
600000,7110000
620000,7110000
640000,7110000
660000,7110000
680000,7110000
700000,7110000
720000,7110000
740000,7110000
760000,7110000
780000,7110000
800000,7110000
820000,7110000
840000,7110000
860000,7110000
880000,7110000
900000,7110000
920000,7110000
940000,7110000
960000,7110000
980000,7110000
1000000,7110000
1020000,7110000
1040000,7110000
1060000,7110000
1080000,7110000
1100000,7110000
